   0.00000000       0.00000000       1.66315556E+21   0.00000000    
   0.00000000       2.50000004E-02   1.66315556E+21  -3.12500022E-04
   0.00000000       5.00000007E-02   1.66315556E+21  -1.25000009E-03
   0.00000000       7.50000030E-02   1.66315556E+21  -2.81250011E-03
   0.00000000      0.100000001       1.66315556E+21  -5.00000035E-03
   0.00000000      0.125000000       1.66315556E+21  -7.81250000E-03
   0.00000000      0.150000006       1.66315556E+21  -1.12500004E-02
   0.00000000      0.175000012       1.66315556E+21  -1.53125022E-02
   0.00000000      0.200000018       1.66315556E+21  -2.00000033E-02
   0.00000000      0.225000024       1.66315556E+21  -2.53125057E-02
   0.00000000      0.250000030       1.66315556E+21  -3.12500075E-02
   0.00000000      0.275000036       1.66315556E+21  -3.78125086E-02
   0.00000000      0.300000042       1.66315556E+21  -4.50000130E-02
   0.00000000      0.325000048       1.66315556E+21  -5.28125167E-02
   0.00000000      0.350000054       1.66315556E+21  -6.12500198E-02
   0.00000000      0.375000060       1.66315556E+21  -7.03125224E-02
   0.00000000      0.400000066       1.66315556E+21  -8.00000280E-02
   0.00000000      0.425000072       1.66315556E+21  -9.03125331E-02
   0.00000000      0.450000077       1.66315556E+21 -0.101250038    
   0.00000000      0.475000083       1.66315556E+21 -0.112812541    
   0.00000000      0.500000060       1.66315556E+21 -0.125000030    
   0.00000000      0.525000036       1.66315556E+21 -0.137812525    
   0.00000000      0.550000012       1.66315556E+21 -0.151250005    
   0.00000000      0.574999988       1.66315556E+21 -0.165312499    
   0.00000000      0.599999964       1.66315556E+21 -0.179999977    
   0.00000000      0.624999940       1.66315556E+21 -0.195312470    
   0.00000000      0.649999917       1.66315556E+21 -0.211249948    
   0.00000000      0.674999893       1.66315556E+21 -0.227812424    
   0.00000000      0.699999869       1.66315556E+21 -0.244999915    
   0.00000000      0.724999845       1.66315556E+21 -0.262812376    
   0.00000000      0.749999821       1.66315556E+21 -0.281249881    
   0.00000000      0.774999797       1.66315556E+21 -0.300312340    
   0.00000000      0.799999774       1.66315556E+21 -0.319999814    
   0.00000000      0.824999750       1.66315556E+21 -0.340312302    
   0.00000000      0.849999726       1.66315556E+21 -0.361249775    
   0.00000000      0.874999702       1.66315556E+21 -0.382812232    
   0.00000000      0.899999678       1.66315556E+21 -0.404999703    
   0.00000000      0.924999654       1.66315556E+21 -0.427812189    
   0.00000000      0.949999630       1.66315556E+21 -0.451249659    
   0.00000000      0.974999607       1.66315556E+21 -0.475312114    
   0.00000000      0.999999583       1.66315556E+21 -0.499999583    
   0.00000000       1.02499962       1.66315556E+21 -0.525312126    
   0.00000000       1.04999959       1.66315556E+21 -0.551249564    
   0.00000000       1.07499957       1.66315556E+21 -0.577812016    
   0.00000000       1.09999955       1.66315556E+21 -0.604999483    
   0.00000000       1.12499952       1.66315556E+21 -0.632811964    
   0.00000000       1.14999950       1.66315556E+21 -0.661249399    
   0.00000000       1.17499948       1.66315556E+21 -0.690311909    
   0.00000000       1.19999945       1.66315556E+21 -0.719999313    
   0.00000000       1.22499943       1.66315556E+21 -0.750311792    
   0.00000000       1.24999940       1.66315556E+21 -0.781249285    
   0.00000000       1.27499938       1.66315556E+21 -0.812811732    
   0.00000000       1.29999936       1.66315556E+21 -0.844999135    
   0.00000000       1.32499933       1.66315556E+21 -0.877811611    
   0.00000000       1.34999931       1.66315556E+21 -0.911249042    
   0.00000000       1.37499928       1.66315556E+21 -0.945311546    
   0.00000000       1.39999926       1.66315556E+21 -0.979998946    
   0.00000000       1.42499924       1.66315556E+21  -1.01531136    
   0.00000000       1.44999921       1.66315556E+21  -1.05124891    
   0.00000000       1.47499919       1.66315556E+21  -1.08781135    
   0.00000000       1.49999917       1.66315556E+21  -1.12499881    
   0.00000000       1.52499914       1.66315556E+21  -1.16281116    
   0.00000000       1.54999912       1.66315556E+21  -1.20124865    
   0.00000000       1.57499909       1.66315556E+21  -1.24031103    
   0.00000000       1.59999907       1.66315556E+21  -1.27999854    
   0.00000000       1.62499905       1.66315556E+21  -1.32031095    
   0.00000000       1.64999902       1.66315556E+21  -1.36124837    
   0.00000000       1.67499900       1.66315556E+21  -1.40281081    
   0.00000000       1.69999897       1.66315556E+21  -1.44499826    
   0.00000000       1.72499895       1.66315556E+21  -1.48781073    
   0.00000000       1.74999893       1.66315556E+21  -1.53124809    
   0.00000000       1.77499890       1.66315556E+21  -1.57531059    
   0.00000000       1.79999888       1.66315556E+21  -1.61999798    
   0.00000000       1.82499886       1.66315556E+21  -1.66531038    
   0.00000000       1.84999883       1.66315556E+21  -1.71124780    
   0.00000000       1.87499881       1.66315556E+21  -1.75781024    
   0.00000000       1.89999878       1.66315556E+21  -1.80499768    
   0.00000000       1.92499876       1.66315556E+21  -1.85281014    
   0.00000000       1.94999874       1.66315556E+21  -1.90124750    
   0.00000000       1.97499871       1.66315556E+21  -1.95030999    
   0.00000000       1.99999869       1.66315556E+21  -1.99999738    
   0.00000000       2.02499866       1.66315556E+21  -2.05030990    
   0.00000000       2.04999876       1.66315556E+21  -2.10124755    
   0.00000000       2.07499886       1.66315556E+21  -2.15281010    
   0.00000000       2.09999895       1.66315556E+21  -2.20499778    
   0.00000000       2.12499905       1.66315556E+21  -2.25781059    
   0.00000000       2.14999914       1.66315556E+21  -2.31124806    
   0.00000000       2.17499924       1.66315556E+21  -2.36531091    
   0.00000000       2.19999933       1.66315556E+21  -2.41999865    
